,carat,depth,table,price,cut_encoded,color_encoded,clarity_encoded
8453,1.0,62.6,57.0,4413,2,3,2
8454,1.01,62.5,56.0,4413,4,1,2
8455,1.01,56.7,61.0,4413,1,5,1
8456,1.08,62.2,57.0,4413,4,2,2
8457,1.03,63.5,56.0,4413,2,3,1
8458,1.03,59.9,60.0,4413,3,3,1
8459,1.02,64.2,59.0,4414,1,5,1
8460,1.02,58.7,63.0,4414,2,5,1
8461,1.08,62.3,58.0,4414,3,4,1
8462,1.1,62.5,56.0,4414,2,2,2
8463,1.03,61.8,59.0,4414,2,4,1
8464,1.03,62.0,58.0,4414,2,4,1
8465,1.04,63.1,55.0,4414,4,3,1
8466,1.03,59.0,59.0,4414,1,4,1
8467,1.08,59.8,59.0,4415,2,5,1
8468,1.01,60.0,59.0,4416,2,4,1
8469,1.01,62.4,58.0,4416,2,4,1
8470,1.01,63.2,59.0,4416,1,4,1
8471,1.01,62.2,59.0,4416,3,4,1
8472,1.01,62.6,60.0,4416,3,4,1
8473,1.01,62.5,55.0,4416,4,4,1
8474,1.01,61.3,60.0,4416,3,4,1
8475,1.01,62.2,59.0,4416,3,4,1
8476,1.01,61.6,58.0,4416,3,4,1
8477,1.01,60.5,57.0,4416,4,4,1
8478,1.01,63.9,54.0,4416,1,4,1
8479,1.01,62.7,59.0,4416,2,4,1
8480,1.01,62.8,60.0,4416,2,4,1
8481,1.0,62.2,62.0,4416,1,3,2
8482,1.06,62.4,57.0,4416,4,2,3
8483,0.83,62.3,56.0,4417,4,4,3
8484,1.01,65.3,58.0,4417,0,3,2
8485,0.95,60.1,61.0,4418,2,6,1
8486,1.15,61.4,58.0,4418,2,2,1
8487,1.01,62.1,59.0,4418,2,1,2
8488,1.01,62.2,59.0,4418,3,4,2
8489,0.9,62.8,57.0,4419,2,5,3
8490,1.0,63.7,55.0,4419,2,6,1
8491,0.9,59.5,57.0,4419,2,6,2
8492,0.9,62.1,57.0,4419,4,5,3
8493,1.07,62.4,57.0,4419,4,3,1
8494,0.9,61.9,62.0,4419,1,6,2
8495,0.92,62.1,60.0,4420,3,4,2
8496,0.86,62.2,57.0,4420,4,3,4
8497,1.07,61.7,57.0,4421,4,3,1
8498,1.1,62.9,58.0,4422,2,2,1
8499,1.07,62.4,56.0,4422,4,0,2
8500,1.12,60.1,57.0,4422,4,0,3
8501,1.12,58.6,58.0,4422,3,0,3
8502,1.04,61.4,55.0,4423,4,1,2
8503,0.91,63.1,59.0,4423,2,4,4
8504,1.17,62.7,57.0,4423,3,1,1
8505,1.35,61.0,55.0,4423,4,0,2
8506,1.17,61.9,58.0,4423,3,0,2
8507,1.35,57.9,60.0,4423,1,1,1
8508,1.35,66.5,57.0,4423,0,1,1
8509,0.9,60.2,59.0,4424,3,3,3
8510,1.03,64.7,63.0,4424,0,3,2
8511,0.9,60.0,59.0,4424,3,3,3
8512,1.16,61.3,55.0,4425,4,3,1
8513,1.01,60.0,55.0,4425,2,4,1
8514,1.01,62.3,55.0,4425,4,0,3
8515,1.0,61.3,57.0,4425,4,4,1
8516,0.93,63.8,59.0,4425,1,3,4
8517,1.04,62.1,56.0,4426,4,4,2
8518,1.0,62.6,58.0,4426,2,5,1
8519,1.04,61.9,58.0,4426,2,1,2
8520,0.95,58.0,62.0,4426,3,3,2
8521,1.23,62.8,59.0,4426,3,3,1
8523,1.05,63.5,57.0,4427,2,3,1
8524,1.04,60.0,61.0,4427,2,4,1
8525,0.9,61.5,60.0,4427,3,6,2
8526,1.0,62.3,56.0,4427,4,6,1
8527,1.0,60.2,59.0,4427,3,3,2
8528,1.0,58.1,65.0,4427,1,6,1
8529,1.0,64.3,58.0,4427,1,3,2
8530,0.9,62.5,58.0,4428,2,2,4
8531,1.28,61.6,57.0,4428,4,3,0
8532,0.9,62.2,58.0,4428,4,2,4
8533,1.11,61.6,54.0,4428,4,1,1
8534,0.91,60.2,60.0,4429,3,6,2
8535,0.91,63.0,59.0,4429,2,6,2
8536,1.05,59.1,57.0,4429,2,3,2
8537,0.91,60.2,58.0,4429,2,3,2
8538,0.91,60.8,57.0,4429,4,5,2
8539,0.91,60.8,58.0,4430,2,2,3
8540,1.13,59.4,58.0,4430,3,2,1
8541,1.13,60.2,61.0,4430,3,1,3
8542,0.9,60.3,61.0,4432,2,2,5
8543,0.9,63.3,57.0,4432,1,4,3
8544,0.9,62.0,58.0,4432,3,2,5
8545,1.01,61.8,61.0,4432,2,2,2
8546,1.01,62.1,60.0,4432,2,2,2
8547,1.01,61.9,57.0,4432,2,2,2
8548,1.01,63.1,60.0,4432,1,2,2
8549,1.07,59.2,57.0,4434,4,2,1
8550,1.03,62.2,58.0,4434,4,1,2
8551,0.91,63.1,58.0,4434,2,5,2
8552,1.01,62.8,57.0,4434,4,5,1
8553,1.01,62.5,60.0,4434,3,5,1
8554,1.01,63.3,58.0,4434,2,5,1
8555,0.91,63.4,55.0,4434,2,4,3
8556,1.01,59.6,61.0,4434,3,5,1
8557,1.01,62.1,56.0,4434,4,5,1
8558,0.91,62.5,61.0,4434,3,5,2
8559,1.1,62.6,57.0,4435,3,2,1
8560,0.9,61.9,55.0,4435,4,6,2
8561,1.02,62.2,58.0,4435,3,3,2
8562,1.04,62.9,57.0,4435,2,2,1
8563,1.01,59.3,61.0,4435,2,3,1
8564,1.01,62.1,60.0,4435,2,3,1
8565,0.9,62.2,58.0,4435,2,3,2
8566,1.0,60.5,59.0,4435,2,5,1
8567,0.9,61.4,55.0,4435,3,4,2
8568,0.9,61.4,57.0,4435,3,5,3
8569,1.2,58.0,59.0,4435,3,0,3
8570,1.1,62.7,58.0,4435,3,1,2
8571,1.0,63.1,64.0,4435,1,5,2
8572,0.9,58.0,63.0,4435,2,4,2
8573,1.0,63.1,58.0,4435,2,5,2
8574,1.0,65.1,61.0,4435,0,5,2
8576,1.0,60.3,62.0,4435,3,5,2
8577,1.05,62.1,58.0,4436,2,4,1
8578,1.04,60.1,60.0,4436,3,5,1
8579,1.01,60.7,62.0,4436,1,5,1
8580,1.13,60.0,61.0,4437,2,3,1
8581,0.91,60.4,59.0,4437,2,4,2
8582,1.15,62.2,59.0,4437,3,4,1
8583,1.15,63.8,57.0,4437,1,4,1
8584,1.19,61.6,56.0,4438,3,1,1
8585,1.01,61.3,56.0,4438,2,1,3
8586,0.9,60.9,57.0,4438,2,6,2
8587,1.01,62.1,60.0,4439,3,2,2
8588,0.7,61.5,56.0,4439,4,4,5
8589,0.9,59.1,59.0,4439,4,5,2
8590,0.91,65.1,63.0,4439,0,6,3
8591,1.07,62.9,61.0,4440,3,2,2
8592,0.56,60.7,56.0,4440,2,6,7
8593,1.21,60.9,60.0,4440,3,0,1
8594,1.01,63.9,55.0,4440,1,5,1
8595,1.03,62.5,56.0,4441,4,5,1
8596,1.03,61.0,60.0,4441,3,5,1
8597,0.9,61.0,61.0,4441,2,4,1
8598,1.03,65.5,58.0,4441,0,6,2
8599,1.03,61.6,59.0,4441,3,1,2
8600,1.03,64.3,58.0,4441,1,6,2
8601,1.03,64.3,58.0,4441,1,6,2
8602,1.11,62.5,58.0,4442,2,1,1
8603,1.07,61.8,56.0,4442,4,2,1
8604,1.01,62.4,58.0,4442,3,3,1
8605,1.08,60.3,58.0,4442,3,3,1
8606,1.2,61.8,60.0,4443,2,3,1
8607,1.2,61.5,58.0,4443,2,3,1
8608,1.08,61.8,56.2,4443,4,0,2
8609,1.02,63.7,62.0,4443,1,5,2
8610,1.02,63.1,57.0,4443,1,5,2
8611,0.84,60.6,57.0,4443,2,6,4
8612,0.9,62.7,60.0,4443,3,5,2
8613,1.01,62.2,54.0,4443,4,0,3
8614,0.91,62.0,60.0,4444,2,6,2
8615,0.8,60.2,54.0,4444,1,5,4
8616,1.09,59.4,60.0,4444,3,5,1
8617,1.24,62.3,58.0,4444,3,2,1
8618,1.01,62.0,60.0,4445,2,5,1
8619,1.0,56.5,62.0,4445,1,1,6
8620,1.05,61.8,58.0,4445,3,4,2
8621,1.07,61.8,58.0,4446,3,4,1
8622,1.07,61.3,65.0,4446,1,4,1
8623,1.07,61.7,58.0,4446,3,4,1
8624,0.9,63.4,57.0,4447,2,6,2
8625,0.71,61.7,56.0,4447,4,5,5
8626,0.93,60.8,59.0,4448,3,6,2
8627,1.06,62.3,56.0,4449,4,1,3
8628,0.9,63.0,55.0,4449,2,5,4
8629,1.03,62.2,56.0,4449,2,4,1
8630,1.13,60.4,56.0,4449,4,4,1
8631,1.02,62.6,59.0,4449,3,3,2
8632,1.01,62.3,63.0,4449,2,2,2
8633,0.92,62.4,60.0,4451,3,2,3
8634,1.04,59.5,59.0,4451,2,0,3
8635,1.07,62.6,58.0,4451,2,1,2
8636,0.85,61.2,60.0,4451,3,4,5
8637,0.93,63.8,58.0,4452,1,3,2
8638,0.9,62.3,58.0,4452,4,3,2
8639,1.06,61.9,59.0,4452,3,1,2
8640,1.0,61.6,59.0,4452,3,1,3
8641,1.06,61.9,57.0,4452,3,1,2
8642,1.0,61.2,57.0,4452,4,4,1
8643,1.0,61.3,56.0,4452,4,4,1
8644,1.06,62.8,57.0,4452,4,2,1
8645,1.06,62.4,58.0,4452,3,4,1
8646,1.0,61.3,61.0,4452,3,4,1
8647,1.0,61.1,61.0,4452,3,4,1
8648,1.0,61.6,61.0,4452,3,4,1
8649,1.0,64.0,57.0,4452,1,4,2
8650,1.06,59.4,57.0,4452,4,2,1
8651,0.91,62.0,54.0,4453,4,3,2
8652,1.07,60.0,62.0,4453,1,5,1
8653,0.71,62.0,56.0,4454,4,4,6
8654,1.03,61.8,56.0,4454,4,4,1
8655,1.02,62.7,59.0,4455,3,2,1
8656,0.9,62.1,57.0,4455,2,2,4
8657,1.08,59.3,57.0,4455,4,2,1
8658,1.2,61.9,59.0,4455,2,1,1
8659,1.2,60.5,59.0,4455,2,0,2
8660,1.08,60.4,57.0,4455,4,2,1
8661,1.16,59.6,59.0,4455,2,2,1
8662,1.16,63.2,57.0,4455,2,2,1
8663,1.04,61.7,56.0,4455,4,3,1
8664,0.9,62.6,57.0,4455,3,3,2
8665,1.3,63.0,59.0,4455,3,3,1
8666,1.17,63.1,58.0,4455,2,2,1
8667,0.9,60.6,57.0,4455,3,3,2
8668,1.02,62.6,58.0,4455,3,4,2
8669,1.04,62.6,58.0,4455,3,3,1
8670,1.04,61.4,57.0,4455,4,3,1
8671,1.04,60.7,57.0,4455,4,3,1
8673,1.0,64.9,65.0,4455,0,3,4
8674,1.02,61.3,56.0,4455,4,1,2
8675,1.11,63.5,60.3,4456,1,2,1
8676,1.11,59.8,60.0,4456,2,2,1
8677,0.96,63.9,54.0,4456,1,2,4
8678,1.09,59.0,58.0,4456,3,3,1
8679,1.01,63.5,61.0,4457,1,6,1
8680,1.02,61.0,58.0,4457,4,4,1
8681,0.92,61.7,56.0,4457,4,1,2
8682,1.1,60.5,61.0,4457,1,3,1
8683,1.11,61.9,57.0,4457,4,1,1
8684,0.7,62.2,57.0,4458,4,4,6
8685,1.01,61.5,56.0,4458,4,4,1
8686,1.01,62.1,55.0,4458,4,4,1
8687,1.03,60.7,60.0,4458,4,1,2
8688,1.07,62.1,57.0,4458,4,2,3
8689,1.02,61.1,59.0,4459,3,4,1
8690,1.06,62.2,55.0,4459,4,3,1
8691,1.02,61.5,58.0,4459,3,4,1
8692,1.02,62.5,60.0,4459,3,4,1
8693,1.02,62.0,58.0,4459,3,1,3
8694,0.91,62.2,58.0,4459,3,3,4
8695,1.0,61.5,55.6,4459,4,2,1
8696,1.02,64.1,58.0,4459,1,6,1
8697,1.58,60.2,61.0,4459,3,1,0
8698,0.9,63.6,58.0,4460,1,3,4
8699,0.9,63.7,56.0,4460,1,3,4
8700,0.3,60.8,56.0,585,2,3,4
8701,0.3,62.1,55.0,585,2,3,4
8702,0.38,61.2,57.0,585,2,4,1
8703,0.4,62.9,59.0,585,3,1,1
8704,0.28,61.9,55.0,586,2,3,6
8705,0.28,60.7,56.0,586,2,3,6
8706,0.28,61.6,56.0,586,4,3,5
8707,0.28,61.5,56.0,586,4,3,5
8708,0.28,62.0,55.0,586,4,2,6
8709,0.39,61.8,55.9,586,4,0,3
8710,0.31,62.3,54.0,586,4,3,4
8711,0.23,61.9,55.0,586,4,5,4
8712,0.23,61.5,54.0,586,4,5,4
8713,0.37,61.4,56.0,586,4,3,2
8714,0.37,61.4,55.0,586,4,3,2
8715,0.37,62.0,55.0,586,4,3,2
8716,0.37,61.9,55.0,586,4,3,2
8717,0.32,61.4,54.0,586,4,4,2
8718,0.32,60.9,55.0,586,4,4,2
8719,0.28,63.0,55.0,586,4,2,7
8720,0.28,62.0,56.0,586,4,2,7
8721,0.3,66.6,54.0,586,0,5,5
8722,0.31,63.9,55.0,586,1,1,4
8723,0.31,58.9,61.0,586,3,2,3
8724,0.31,63.8,56.0,586,1,2,3
8725,0.38,62.0,55.0,586,2,6,2
8726,0.27,61.8,59.0,586,2,5,5
8727,0.27,61.7,57.0,586,4,6,6
8728,0.27,62.0,56.0,586,4,5,6
8729,0.27,63.9,57.0,586,1,5,6
8730,1.18,62.5,55.0,4460,3,0,2
8731,1.18,61.2,59.0,4460,3,1,1
8732,0.9,62.7,60.0,4460,3,3,4
8733,0.9,61.6,55.0,4460,4,3,4
8734,0.9,62.3,60.0,4460,3,3,4
8735,1.04,61.7,57.0,4461,4,2,1
8736,1.02,64.6,61.0,4462,0,2,3
8737,1.02,65.1,56.0,4462,0,4,2
8738,0.96,58.2,58.0,4462,3,5,1
8739,1.24,63.3,57.0,4462,2,3,1
8740,0.9,59.8,55.0,4463,2,5,2
8741,0.9,63.9,55.0,4463,1,5,2
8742,0.9,61.6,57.0,4463,2,5,2
8743,0.9,63.9,57.0,4463,1,5,2
8744,0.9,60.8,59.0,4463,3,5,2
8745,1.14,62.1,59.0,4463,3,2,2
8746,0.91,64.1,58.0,4464,1,3,5
8747,1.06,61.4,56.5,4465,2,1,1
8748,1.06,61.7,59.5,4465,2,2,1
8749,1.02,61.6,56.0,4465,4,5,1
8750,1.09,62.7,57.0,4465,4,0,2
8751,0.9,61.7,58.0,4466,2,2,4
8752,1.2,63.7,58.0,4466,1,0,3
8753,1.03,61.4,54.0,4466,2,3,1
8754,0.91,63.2,59.0,4466,2,6,2
8755,0.91,60.2,60.0,4466,2,6,2
8756,0.91,62.1,59.0,4466,2,6,2
8757,0.9,61.7,60.0,4466,2,6,2
8758,0.9,62.8,59.0,4466,2,6,2
8759,0.9,62.5,59.0,4466,2,6,2
8760,1.0,61.1,57.0,4466,4,0,4
8761,1.05,62.6,56.0,4466,4,1,2
8762,0.9,62.6,57.0,4466,1,4,3
8763,1.0,62.5,62.0,4466,1,3,2
8764,1.01,64.1,57.0,4466,1,6,3
8765,1.0,63.6,54.0,4467,2,2,2
8766,0.71,62.0,56.0,4467,4,5,5
8767,1.06,62.2,57.0,4467,4,3,1
8768,1.04,62.3,57.0,4467,3,3,2
8769,1.04,62.8,57.0,4467,3,3,2
8770,0.8,62.9,58.0,4468,2,2,6
8771,1.01,64.6,59.0,4468,1,6,1
8772,1.01,65.1,57.0,4468,1,6,1
8773,1.01,58.8,61.0,4468,3,4,1
8774,1.01,62.6,54.0,4468,3,4,1
8775,1.0,57.9,54.0,4469,1,2,2
8776,0.95,60.7,56.0,4469,4,3,2
8777,1.04,62.0,53.0,4469,4,0,2
8778,0.9,58.5,63.0,4469,1,6,2
8779,1.0,63.4,56.0,4469,2,2,2
8780,1.0,62.7,60.0,4469,3,2,2
8781,1.0,61.2,62.0,4469,3,2,2
8782,1.0,62.2,60.0,4469,3,2,2
8783,1.0,60.0,63.0,4469,2,2,2
8784,1.0,62.3,60.0,4469,3,6,2
8785,1.0,62.6,57.0,4469,4,2,2
8786,1.0,61.4,55.0,4469,4,2,2
8787,1.0,63.9,56.0,4469,1,2,2
8788,1.14,62.4,57.0,4470,2,0,1
8789,1.23,58.0,59.0,4470,3,6,1
8790,0.98,61.7,56.0,4470,4,3,1
8791,1.03,62.1,57.0,4470,4,3,1
8792,1.06,60.9,58.0,4471,2,6,1
8793,1.02,62.5,58.0,4471,3,3,1
8794,1.21,61.8,59.0,4472,3,4,1
8795,1.04,60.7,59.0,4472,2,5,1
8796,1.1,60.0,58.0,4472,3,5,2
8797,1.01,63.4,57.0,4472,2,6,1
8798,1.21,60.9,59.0,4472,3,3,1
8799,1.03,59.2,63.0,4473,2,3,1
8800,0.91,58.0,56.0,4474,0,4,3
8801,1.0,63.8,55.0,4474,1,5,2
8802,1.0,63.1,56.0,4474,2,4,2
8803,1.05,62.6,59.0,4475,3,4,1
8804,1.01,63.5,58.0,4475,2,2,1
8805,1.01,64.2,55.0,4475,2,1,2
8806,1.01,60.5,56.0,4475,1,2,2
8807,1.31,60.7,58.0,4475,3,0,2
8808,0.91,62.8,59.0,4476,3,6,2
8809,1.08,61.4,57.0,4476,4,1,2
8810,1.2,64.1,57.0,4476,1,1,1
8811,1.2,63.1,61.0,4476,2,0,2
8812,1.02,63.9,55.0,4476,1,2,2
8813,1.02,60.3,59.0,4476,2,2,2
8814,1.02,61.6,56.0,4476,4,2,2
8815,1.02,61.9,61.0,4476,2,2,2
8816,1.16,61.9,59.0,4476,3,4,1
8817,1.16,63.7,63.0,4476,1,4,1
8818,1.08,62.2,58.0,4476,3,1,2
8819,1.01,61.9,62.0,4477,2,2,3
8820,1.04,58.7,62.0,4477,3,2,3
8821,1.23,61.0,63.0,4477,2,3,1
8822,1.02,64.3,58.0,4478,1,5,1
8823,1.16,62.6,56.0,4478,4,1,1
8824,1.03,61.8,60.0,4478,2,6,1
8825,1.12,63.3,58.0,4478,2,3,1
8826,1.02,62.8,55.0,4478,4,5,1
8827,1.02,62.4,55.0,4478,4,5,1
8828,1.02,62.9,56.0,4478,3,5,1
8829,1.02,63.0,57.0,4478,4,5,1
8830,0.98,61.7,61.0,4478,3,5,1
8831,1.12,62.8,58.0,4478,3,3,1
8832,1.02,63.7,58.0,4478,1,1,4
8833,1.02,59.9,58.0,4478,3,5,1
8834,1.02,58.7,59.0,4478,3,5,1
8835,1.02,59.6,59.0,4478,3,5,1
8836,1.02,63.3,59.0,4478,2,5,1
8837,1.02,60.5,58.0,4478,3,5,1
8838,1.01,63.3,58.0,4479,1,4,2
8839,1.01,63.2,59.0,4479,1,5,1
8840,1.01,60.9,57.0,4479,4,5,1
8841,0.9,63.9,60.0,4479,1,3,4
8842,0.9,61.4,57.0,4479,4,3,4
8843,0.98,62.2,60.0,4479,2,2,1
8844,1.0,58.2,59.0,4480,3,4,1
8845,1.0,62.6,56.0,4480,4,5,2
8846,0.96,60.6,62.0,4480,3,4,2
8847,1.01,64.1,62.0,4480,1,5,2
8848,1.01,65.1,61.0,4480,0,5,2
8849,1.01,64.1,59.0,4480,1,5,2
8850,1.01,62.4,58.0,4480,3,5,2
8851,1.01,64.8,58.0,4480,0,5,2
8852,1.01,59.3,64.0,4480,1,5,2
8853,1.0,66.4,51.0,4480,0,5,3
8854,1.0,63.5,54.0,4480,2,5,1
8855,1.01,66.8,56.0,4480,0,3,3
8856,1.0,61.6,58.0,4480,3,4,1
8857,1.0,62.2,59.0,4480,3,3,1
8858,1.08,63.0,59.0,4481,2,2,1
8859,1.13,61.4,56.0,4481,4,1,1
8860,0.97,62.7,59.0,4481,3,4,2
8861,0.9,63.3,59.0,4482,2,5,3
8862,0.71,59.7,59.0,4482,3,6,6
8863,0.92,62.2,58.0,4482,3,5,2
8864,0.9,62.0,57.0,4482,4,3,3
8865,0.92,66.8,55.0,4482,0,5,2
8866,0.92,62.1,58.0,4482,3,5,2
8867,1.15,63.0,54.0,4483,2,2,1
8868,1.06,59.8,61.0,4483,3,6,1
8869,1.04,60.7,57.0,4484,4,2,1
8870,1.04,62.2,56.0,4484,4,1,2
8871,0.9,58.5,59.0,4484,2,3,3
8872,1.04,59.2,58.0,4484,3,5,1
8873,1.01,61.9,57.0,4484,2,4,1
8874,1.04,61.8,59.0,4484,4,1,2
8875,1.04,58.9,63.0,4484,2,2,2
8876,1.04,62.1,56.0,4484,4,2,1
8877,1.1,62.5,57.0,4484,4,3,2
8878,0.9,63.5,57.0,4485,2,2,6
8879,1.08,61.2,59.0,4485,3,3,2
8880,1.02,62.0,56.0,4485,4,0,3
8881,0.9,62.6,63.0,4485,1,3,5
8882,1.04,60.9,59.0,4486,2,5,1
8883,1.01,61.3,57.0,4486,4,0,3
8884,1.04,62.4,56.0,4486,4,4,1
8885,1.02,60.9,59.0,4486,3,3,1
8886,0.9,63.0,58.0,4486,3,3,5
8887,1.02,63.5,55.0,4487,2,2,2
8888,0.94,62.9,58.6,4488,2,3,3
8889,1.06,57.0,64.0,4488,1,4,2
8890,1.06,59.5,63.0,4488,2,4,2
8891,1.17,62.2,56.0,4488,4,1,1
8892,0.92,61.8,57.0,4488,4,1,2
8893,1.01,57.1,58.0,4488,1,2,2
8894,1.08,60.2,59.0,4488,3,4,1
8895,1.08,62.6,56.0,4488,3,4,1
8896,1.08,62.3,56.0,4489,4,3,1
8897,1.01,64.3,58.0,4489,1,2,3
8898,1.31,60.3,62.0,4490,3,0,2
8899,0.79,62.8,60.0,4490,3,5,6
8900,1.07,60.8,58.0,4491,3,4,1
8901,1.07,60.7,58.0,4491,3,1,3
8902,1.08,61.8,55.0,4491,4,2,1
8903,1.54,61.7,60.0,4492,1,0,0
8904,1.21,59.7,60.0,4492,3,0,2
8905,0.9,60.9,60.0,4492,4,1,4
8906,0.9,62.5,56.0,4492,4,2,2
8907,0.9,62.1,56.0,4492,4,2,2
8908,0.8,61.4,57.0,4493,4,5,5
8909,0.9,61.7,57.0,4493,2,4,3
8910,0.9,62.7,59.0,4493,1,4,3
8911,1.0,61.7,63.0,4493,1,3,1
8912,1.0,62.5,59.0,4493,3,3,2
8913,1.05,61.0,57.0,4494,4,1,2
8914,1.07,61.2,60.0,4494,3,2,1
8915,1.07,62.8,57.0,4494,4,2,1
8916,1.07,60.5,61.0,4494,3,2,4
8917,0.8,62.4,54.0,4495,2,5,4
8918,1.07,62.2,66.0,4496,0,5,1
8919,1.09,61.7,60.0,4496,3,2,1
8920,1.0,63.3,58.0,4496,1,5,1
8921,1.0,62.7,58.0,4496,3,5,1
8922,1.0,60.8,60.0,4496,2,2,1
8923,1.0,61.0,60.0,4496,1,1,2
8924,1.01,62.9,57.0,4496,1,2,2
8925,0.9,62.3,58.0,4497,2,6,2
8926,0.71,61.6,56.0,4497,4,4,5
8927,1.11,62.4,57.0,4497,4,0,2
8928,1.01,62.7,59.0,4497,3,4,1
8929,1.1,58.9,57.0,4497,3,2,1
8930,1.1,63.7,59.0,4497,1,1,2
8931,1.01,60.5,57.0,4497,4,4,1
8932,1.01,61.6,58.0,4497,3,4,1
8933,1.01,60.0,59.0,4497,3,4,1
8934,1.01,62.2,59.0,4497,3,4,1
8935,1.01,61.3,60.0,4497,3,4,1
8936,1.01,62.5,55.0,4497,4,4,1
8937,1.01,62.8,60.0,4497,3,4,1
8938,1.01,62.4,58.0,4497,3,4,1
8939,1.01,62.6,60.0,4497,3,4,1
8940,1.01,63.2,59.0,4497,2,4,1
8941,1.01,62.2,59.0,4497,3,4,1
8942,1.01,61.6,58.0,4497,3,4,1
8943,1.12,60.9,60.0,4498,2,2,1
8944,1.12,62.9,58.0,4498,2,2,1
8945,1.01,63.7,57.0,4498,2,3,1
8946,0.9,59.1,59.0,4498,2,4,2
8947,1.19,59.8,64.0,4498,1,0,2
8948,1.19,62.6,58.0,4498,3,1,1
8949,1.19,60.1,59.0,4498,3,1,1
8950,1.19,59.5,59.0,4498,3,1,1
8951,1.19,63.0,54.0,4498,3,0,2
8952,1.0,63.9,56.0,4499,1,1,4
8953,0.96,60.9,60.0,4500,4,4,1
8954,0.9,62.2,59.0,4500,3,5,3
8955,1.02,63.8,55.0,4501,2,3,1
8956,1.14,63.7,58.0,4501,1,3,1
8957,1.02,62.4,54.0,4501,4,3,1
8958,0.91,63.1,59.0,4502,1,4,4
8959,1.2,63.2,58.0,4502,2,4,1
8960,0.9,62.3,56.0,4502,3,5,2
8961,1.34,61.6,60.0,4502,3,2,1
8962,0.93,63.8,59.0,4503,1,3,4
8963,0.9,60.2,59.0,4503,2,3,3
8964,1.03,60.7,60.0,4503,3,4,1
8965,1.03,61.4,57.0,4503,2,4,1
8966,1.03,61.6,58.0,4503,3,4,1
8967,1.03,62.4,59.0,4503,2,4,1
8968,0.76,62.1,57.0,4504,2,4,6
8969,0.76,59.6,58.0,4504,2,4,6
8970,0.9,63.2,58.0,4504,2,4,3
8971,1.0,63.6,62.0,4504,1,4,2
8972,1.0,62.5,57.0,4504,1,4,2
8973,1.05,61.9,56.0,4504,4,2,1
8974,1.0,61.4,60.0,4504,2,4,2
8975,0.97,61.0,59.0,4504,2,3,2
8976,1.01,61.5,55.0,4504,4,5,1
8977,1.01,63.8,56.0,4504,1,3,2
8978,0.9,58.7,62.0,4505,3,6,3
8979,1.01,58.5,61.0,4506,1,5,1
8980,1.06,60.2,59.0,4507,2,1,2
8981,1.04,62.6,58.0,4507,3,4,1
8982,1.19,61.7,56.0,4508,4,0,1
8983,0.95,61.9,56.0,4508,4,2,2
8984,0.9,63.3,59.0,4508,1,4,4
8985,1.04,63.1,60.0,4508,2,4,1
8986,1.15,62.4,57.0,4508,3,2,1
8987,1.36,62.1,57.0,4509,3,3,0
8988,1.2,59.1,62.0,4509,4,0,1
8989,1.01,61.9,57.0,4509,4,1,2
8990,1.28,61.6,57.0,4509,4,3,0
8991,1.22,61.3,60.0,4509,3,2,1
8992,1.22,62.1,59.0,4509,3,0,1
8993,1.0,61.0,61.0,4510,1,2,2
8994,1.05,59.1,57.0,4510,3,3,2
8995,0.91,60.9,54.0,4510,3,3,4
8996,1.04,61.9,58.0,4511,2,1,3
8997,1.0,62.5,55.0,4511,4,1,3
8998,0.93,61.9,55.0,4511,4,5,2
8999,0.91,63.5,57.0,4512,1,5,2
9000,0.91,62.5,61.0,4512,2,5,2
9001,0.91,63.1,58.0,4512,1,5,2
9002,1.01,62.6,55.0,4513,4,2,2
9003,1.07,61.4,56.0,4513,4,6,1
9004,1.14,62.4,58.0,4513,3,6,1
9005,0.93,61.7,56.0,4513,2,3,2
9006,1.01,62.3,61.0,4513,3,2,2
9007,0.91,61.2,58.0,4513,4,5,2
9008,1.01,63.1,60.0,4513,2,2,2
9009,1.01,61.8,61.0,4513,3,2,2
9010,1.01,62.4,58.0,4513,3,2,2
9011,1.01,62.3,58.0,4513,3,2,2
9012,1.01,61.3,58.0,4513,3,2,2
9013,1.01,63.5,62.0,4513,2,2,2
9014,0.91,60.0,58.0,4514,2,2,4
9015,1.2,60.3,57.0,4514,2,1,1
9016,1.2,60.7,60.0,4514,3,0,2
9017,0.9,61.9,55.0,4514,2,6,2
9018,1.0,63.3,60.0,4514,2,2,3
9019,1.0,60.2,62.0,4514,3,2,3
9020,1.0,58.9,56.0,4514,3,2,3
9021,1.0,58.4,60.0,4514,3,2,3
9022,0.9,61.3,61.0,4515,2,3,4
9023,1.04,61.9,57.0,4515,4,2,2
9024,1.04,62.7,54.0,4515,4,2,2
9025,1.0,63.3,55.0,4516,2,1,4
9026,1.05,62.6,62.0,4516,2,3,1
9027,1.06,62.4,54.0,4516,2,2,1
9028,1.06,60.1,59.0,4516,4,2,1
9029,1.05,62.1,59.0,4516,4,1,2
9030,0.27,61.5,56.0,586,4,6,5
9031,0.27,61.2,56.0,587,4,1,5
9032,0.41,61.7,55.0,587,4,0,3
9033,0.36,61.0,57.0,587,4,2,3
9034,0.36,60.8,56.0,587,4,2,3
9035,0.36,61.4,57.0,587,4,2,3
9036,0.36,61.0,55.0,587,4,2,3
9037,0.36,61.0,56.0,587,4,2,3
9038,0.36,62.0,54.0,587,4,1,4
